,One-class SVM (OCSVM),Isolation Forest,Lightweight on-line detector of anomalies,Class
0,0.2082560187060145,-0.19079081611588466,0.051356181946510523,0
1,0.15720391505297465,-0.20183977817879697,0.03905310887973605,0
2,0.11620524126105511,-0.19679748508003325,0.041488174340188554,0
3,0.1665840287495642,-0.1990399379558024,0.05427357260911651,0
4,0.16723316923188075,-0.20308628708432397,0.043883200526710985,0
5,0.16698823999921442,-0.1853338199973594,0.04942983665787824,0
6,0.1588124282562197,-0.18840918234541335,0.06011430766765197,0
7,0.2225830505366589,-0.17066978890920378,0.0337512449270438,0
8,0.21997704079317043,-0.18687979494916943,0.03847522423863331,0
9,0.20197923445497712,-0.18317114703928206,0.03296954749946331,0
10,0.21446163888159625,-0.17982091009313553,0.03293166837249058,0
11,0.22355890847898113,-0.1811985388590112,0.033997730163632695,0
12,0.22536386883025586,-0.17479666445224512,0.044539577132794536,0
13,0.21019610763789376,-0.16344674430299,0.042600349693031093,0
14,0.197587801326911,-0.1759351984508438,0.037529299870503685,0
15,0.19424656709684895,-0.19610477899491277,0.08226977615865133,0
16,0.16705722972505646,-0.20113762223565143,0.0568865484059574,0
17,0.15945133095860903,-0.19839500487043285,0.052277584328902484,0
18,0.16164108999633253,-0.18958278965695655,0.05071146671978014,0
19,0.17574474176095736,-0.2071289672165637,0.04562172346282824,0
20,0.17915871061478833,-0.21670306087164523,0.04820526570838836,0
21,0.12136930953222173,-0.20309233893022394,0.03975401452113552,0
22,0.11960628366546092,-0.20308008358633436,0.03922835743585035,0
23,0.11614770616329503,-0.19939332219601058,0.05049029298201093,0
24,0.08449733427078314,-0.18717927840341794,0.0850669760816759,0
25,0.17336095144501393,-0.20008469634971182,0.08088653639455783,0
26,0.1860479178676871,-0.21510886139985025,0.07864019147796925,0
27,0.23363542211249907,-0.2520011155500649,0.06775172781319572,0
28,0.2249239425260965,-0.23818024588938047,0.0611515192256223,0
29,0.2171476404706547,-0.25091627466586275,0.0736274132332542,0
30,0.18866541968343564,-0.2644882743806231,0.06292469771977606,0
31,0.23686285453732064,-0.26085573826240405,0.0662758470925872,0
32,0.22984780812129504,-0.2613910464035587,0.06512156150479362,0
33,0.24175998534307594,-0.26575168822474454,0.07628094999875201,0
34,0.2256544709830807,-0.2627787929290613,0.0792424656596976,0
35,0.22963078663502173,-0.27019723002567836,0.06660323798951409,0
36,0.17126751263493664,-0.2631882016473904,0.08065321883621326,0
37,0.1627026935508606,-0.27896144077806145,0.07576180075844265,0
38,0.14483560794788303,-0.2869669640186103,0.052476891558367135,0
39,0.15959257173991487,-0.2787525513626809,0.0455339327902093,0
40,0.15970717986767363,-0.28544989122118036,0.04847644798338503,0
41,0.16425177567535126,-0.27506418551864104,0.031143853189506594,0
42,0.1454113593028321,-0.22794387739604044,0.038876218995696425,0
43,0.18456105497395855,-0.20754052691149255,0.047551543607430594,0
44,0.21294449359364492,-0.22844958392214934,0.051578887452828806,0
45,0.20935385622215494,-0.2174831017301914,0.052229227682669785,0
46,0.21304858353175654,-0.21732695942176045,0.05479438756922306,0
47,0.2192771868887271,-0.22407906299853705,0.05866756523672913,0
48,0.2421010651073056,-0.21305476099169646,0.07109607459419438,0
49,0.24803959701149098,-0.21164962026312567,0.07344486084209625,0
50,0.2233823314170455,-0.22857979679785587,0.08011008145763807,0
51,0.20190476579867161,-0.2240746269249525,0.07841098784482482,0
52,0.1727134661803335,-0.2175740857578173,0.05198859774819633,0
53,0.15873900329924137,-0.2221107190097015,0.05823198185628865,0
54,0.1631542938203983,-0.22410784272579595,0.06336304872253197,0
55,0.14515386421494747,-0.2117297404231436,0.06508502677523242,0
56,0.1751866946113536,-0.21347645594508466,0.07056786038707771,0
57,0.20769156643326073,-0.2202468971663114,0.06908241044247851,0
58,0.24166052670253327,-0.21783842976844986,0.07191134263496096,0
59,0.24408148890035325,-0.16484406934535117,0.07677123015072373,0
60,0.16133043363806449,-0.17557850008889653,0.07123475033606938,0
61,0.16472634213539972,-0.17361934258623657,0.06200589391615471,0
62,0.17741346462669064,-0.18444147829888766,0.056511907821624505,0
63,0.2575074620841268,-0.2331540160989641,0.05468644940566834,0
64,0.19842137469046986,-0.3159613085433729,0.04188070044454583,0
65,0.19945337654248493,-0.3046897867575157,0.04230968584427623,0
66,0.19734595512985761,-0.30405990852354225,0.04422321178790389,0
67,0.23217730452978272,-0.30189634549641486,0.040662894860202595,0
68,0.21787830236273723,-0.30383325661860994,0.030283923411483355,0
69,0.2266679263991255,-0.29294340792748863,0.03151879761468039,0
70,0.22539823357182204,-0.29910945506289194,0.03078291583690173,0
71,0.21707531473270314,-0.2922935033059953,0.03282426349035932,0
72,0.1963314769940611,-0.2933211785769232,0.032733377343085096,0
73,0.22329147147740458,-0.2434502939076691,0.04077006169121975,0
74,0.24177256380100248,-0.25793515306914305,0.041632700707008,0
75,0.24319346047399604,-0.2578167544383653,0.03965212177913392,0
76,0.2505581592969474,-0.24439094043214346,0.03113903888166844,0
77,0.24999972357183728,-0.2493383645764468,0.03384278981302623,0
78,0.25464128580400236,-0.24805394347738852,0.05640761291698324,0
79,0.18852104749925064,-0.2580950790357516,0.056602863412018666,0
80,0.14654328661946744,-0.27448170614932776,0.04848018951413386,0
81,0.1413224571018218,-0.2787295679409014,0.04513725152477968,0
82,0.15283152375782083,-0.2733464546751758,0.050173544940361615,0
83,0.17881775449222315,-0.29036709637306185,0.054894037759051315,0
84,0.18892140416938608,-0.27989526630468653,0.05375166949412322,0
85,0.2332494244798146,-0.259813024283339,0.05978173361317325,0
86,0.21424210007382535,-0.2524353592519045,0.06635530435275332,0
87,0.1097202999765845,-0.19234263578069083,0.05921086773703664,0
88,0.1506048474148312,-0.15150975267726,0.05788185880852424,0
89,0.17480224659770321,-0.14834879262078335,0.054122853276451624,0
90,0.17170344049188963,-0.14981955047068296,0.05193061832573518,0
91,0.17299183662941772,-0.1538694191870797,0.03346758532596292,0
92,0.2239358299426275,-0.16450517325186956,0.033177726163594254,0
93,0.19289743051305544,-0.20545692303146063,0.033150480820103786,0
94,0.19837483635843922,-0.2200439567417154,0.038814490270462076,0
95,0.2534604034238059,-0.21023998784456577,0.06961740003302713,0
96,0.14170811740502548,-0.2069955155290537,0.07573463900843795,0
97,0.12348336230093468,-0.20294017723600363,0.05731972470000324,0
98,0.1434510406200012,-0.17533301847172433,0.05493260933360775,0
99,0.13846015661459288,-0.1665235839896228,0.05198095439032215,0
100,0.12849566773143786,-0.16772895421468675,0.06275876303412907,0
101,0.18512083714694927,-0.11906988474990565,0.06261943396308772,0
102,0.10694538014636498,-0.21737934946456897,0.06990019530505336,0
103,0.18587456161103794,-0.26090134058397607,0.055565144188897166,0
104,0.17803046483227142,-0.18972003379039665,0.0692680201436327,0
105,0.16420307740571677,-0.21607767041074483,0.0541640475621703,0
106,0.1244814158971248,-0.2275491627624126,0.05516821897375408,1
107,0.1728358543397305,-0.24338061080590295,0.07233181466061646,1
108,0.22647396472384593,-0.23486314802936356,0.08017807461973159,1
109,0.25800111104102463,-0.20574080129997746,0.09556931826373109,1
110,0.28101629565470093,-0.20322065728857588,0.036222007038798035,1
111,0.23254539534168234,-0.20108276547798715,0.03612148428667532,1
112,0.1236063446207046,-0.20082844044798503,0.07027790953236544,1
113,0.04484224391949687,-0.17069431845923655,0.06353571074331925,1
114,0.05990404381314822,-0.17247875588947975,0.0585371365621726,1
115,0.06858564523954755,-0.16364740210874235,0.0661540214828653,1
116,0.06058748143496513,-0.18037334827354207,0.06454526044801957,1
117,0.0764250098885257,-0.18595541769832874,0.059289843893480854,1
118,0.0895470303535281,-0.20003505699954954,0.05385806054368171,1
119,0.09145316888811986,-0.21219748851931924,0.04955464438839806,1
120,0.08915904484094303,-0.20894796855254852,0.051746654613505014,1
121,0.08755539708692632,-0.22203681012561166,0.05385646112213009,1
122,0.18103239938378363,-0.22870984273442946,0.053022562812131746,1
123,0.22096351421369112,-0.23820622401429614,0.06436177905029271,1
124,0.2405692152440196,-0.2682907488864826,0.0807820120192741,1
125,0.24407034165803726,-0.3007990628221263,0.05291620747900934,1
126,0.18744337728198796,-0.33740102659159227,0.03250273452424126,1
127,0.19057448286352668,-0.17000227646941493,0.06324638229684448,1
128,0.21176953010834007,-0.18591446606187664,0.10933940977165191,0
129,0.21639765345108253,-0.19361052894094816,0.10112425401465656,0
130,0.22700988335766775,-0.2375039851521045,0.1042171258407771,0
131,0.24114294254218066,-0.23286167301753205,0.12266057593658937,0
132,0.2671096185545714,-0.22386783840421373,0.08214887452097369,0
133,0.2533995061140119,-0.277505852040622,0.07327946369615172,0
134,0.275308112951316,-0.2583875652252687,0.04176121054050087,0
135,0.266058265161095,-0.2151144776719441,0.043744714517708186,0
136,0.22829990876265605,-0.20021893723098091,0.03984851142302849,0
137,0.24006670542315295,-0.20329089156424543,0.07141620127258283,0
138,0.2545896861656307,-0.21091289287167192,0.07053194859167838,0
139,0.2488995485245363,-0.21423479311233623,0.047818133051357535,0
140,0.24843063833439033,-0.20537326184217125,0.05514227465268421,0
141,0.2754114612234032,-0.20632513422023963,0.06638798670322732,0
142,0.256534041374169,-0.2221137463005863,0.07812573738645284,0
143,0.2451228362514833,-0.22103107255160923,0.05282709388558562,0
144,0.24924660808476626,-0.20431506094076654,0.05363742472304127,0
145,0.24557773838692648,-0.20658849916563532,0.050301810564663076,0
146,0.24390773211797664,-0.20338181705492442,0.053978192447118656,0
147,0.2430086723045249,-0.20873435209692368,0.05424026605283246,0
148,0.23665621982144353,-0.20798383076971674,0.0555420613885809,0
149,0.2575602084144076,-0.20915382853378084,0.052792164540098455,0
150,0.17700625174079482,-0.1955475706205238,0.07054473698629342,0
151,0.1504124073869423,-0.1956799595733723,0.0718041745601748,0
152,0.15847486106916436,-0.1888232689634673,0.05028629139138309,0
153,0.20830802084638686,-0.22311481643233577,0.08451435859898271,0
154,0.2329029799844285,-0.23184804400647002,0.030265754550478176,0
155,0.17013366639830912,-0.24035352633121163,0.07591784587604897,0
156,0.03813633008969357,-0.12119288410733468,0.0572834396106507,0
157,0.03715263956145427,-0.18729085405930254,0.06403753707914983,0
158,0.011802881961458534,-0.16423378655636495,0.07523802875386432,0
159,0.03423373804685581,-0.16154745857304784,0.04293085190078741,0
160,0.04037920648529432,-0.17263482002297179,0.042147376011100864,0
161,0.04192640442245783,-0.1804121220504049,0.04225162681551058,0
162,0.037365385550818385,-0.18133507963810008,0.03889754574468275,0
163,0.04386769369466115,-0.1796695890649502,0.04058964993497137,0
164,0.20333019808979685,-0.18545326874247853,0.05423815498629585,0
165,0.04131815915021053,-0.16358578137818508,0.04893228665785054,0
166,0.020988626492732854,-0.16260437611635664,0.06608412614707052,0
167,0.028515027300710427,-0.16337860784114566,0.07008437152383816,0
168,0.023766984834567094,-0.16250507767025146,0.07268602773836061,0
169,0.03592017532622212,-0.1580289571135433,0.055565228727464444,0
170,0.08517224241286883,-0.1521135712525981,0.05599481004049287,0
171,0.09800689000788769,-0.1388244587947441,0.06538223621242475,0
172,0.1295249661236364,-0.14005583085278336,0.06714734026352323,0
173,0.06873825710111756,-0.12144311720193177,0.060714495520391744,0
174,-0.01499866729038466,-0.12038383924084531,0.06245865585779623,0
175,-0.0008007580993277585,-0.12019643468147848,0.07076216889012432,0
